Cifuentes_tweets$text
"En 2016, Diego Barrio entregó su TFM titulado 'Diseño de un array de ranuras modificadas y doble polarización lineal alimentado por guía de onda en tecnología multicapa de láminas de sustrato'. Cristina Cifuentes sigue sin encontrar el suyo. https://t.co/Q3tmXkrdiZ"
Cuando la Cifuentes decía que ganando 90.000€ sólo tenía ahorrados 3000€ ya sabéis porque podía ser... snif...snif... 📶💳👃 https://t.co/hXkFxInP8h
"@ppmadrid @PPopular Pero si lo más importante de los Pepefobicos no es q los ciudadanos mejoren, es q la Cifuentes  se lleve 2 cremas o tenga un master regalado"
"Con Olay o sin Olay, porque ser bella no cuesta nada. #Cifuentes Vs #Carmena https://t.co/YrP1RTj9cL"
Cifuentes acompaña a doña Letizia en la entrega de los premios literarios SM https://t.co/YlRFtb2x4P
"La Fiscalía de Móstoles archiva el 'caso Cifuentes', que queda en manos del Juzgado 51 de Madrid - Público https://t.co/CiFvxwyqTW"
"Cristina Cifuentes: Últimas noticias sobre su dimisión, en directo - https://t.co/G81jWXrRLx #GoogleAlerts"
'No pararemos hasta matarla': el ajuste de cuentas a la Cifu que se fraguó en un hotel https://t.co/L8NNDpLzyc
Imputado el director del máster de Cifuentes - Público https://t.co/bs5oes3hcU
Una persona próxima a Cospedal investigará la difusión del vídeo de Cifuentes https://t.co/2T4zcm0f6o
A los del #PP les sale automático hablar de fosas; están acostumbrado a manejar grandes contingentes como en Badajoz o Auschwitz  https://t.co/YscjS2axjH
Un juzgado cita a declarar como investigado al director del polémico máster de Cifuentes https://t.co/qoaKKrZqGK vía @_infoLibre
"¿Quién está detrás del fuego amigo? A esa pregunta da respuesta @Fernandohvalls en #elSubjetivo en #Vídeo. Tras la dimisión de Cristina Cifuentes, la crisis en el Partido Popular no se ha zanjado https://t.co/RHDvedV7Vf https://t.co/TqSfCMcI7M"
@Sebi_Berenger No parece que aprendieran mucho porque con Cifuentes han hecho lo mismo. Para los de Cs todo vale para conseguir sus fines y ahí entra atacar y acosar a las personas sin tregua y por todos los medios
"Granados sobre el vídeo y la dimisión de Cifuentes: ""Si buscas venganza cava dos... https://t.co/qt9O9ikzsB vía @_infoLibre"""
Otra hipótesis : https://t.co/ByIPEPyPxy
"@javierjuantur @manueljarias @grancocolio @taponceteveloz @indignindigente @JuanyGar63 @salvadorsanvil1 Estamos bien con los Jueces, sería la misma Sentencia para Cifuentes o Cospedal? Cuanto les pagan? Yo que Carmena recurro esa Sentencia hasta el final contra esos impresentables, que encima pagamos los madrileños. Fuera de la Policia de inmediato. #ASCO"
Lo + leido / Cristina Cifuentes dimite como presidenta de la Comunidad de Madrid https://t.co/NWnwEFX5A8
"Un juez imputa a Enrique Álvarez Conde, responsable del máster de Cristina Cifuentes https://t.co/QSl6gqxIDR"
"#LoMásLindoDeBarranquillaEs Cifuentes Nicolás, cuando aterrice en esas tierras. https://t.co/y9LW8u0RYt"
"El hombre: investigador de robotica mecatronica, doctor...Nosotros: CIFUENTES JAJAJAKKAJAJAK"
Una hipótesis sobre lo del video de Cifuentes en el super : https://t.co/892QfZ2gYA
Los Ko-Ko tendrían que tener un enchufe para cargar el celu 🙄 (No pedía nada la loca)
Garrido asegura que Cifuentes informará en los próximos días sobre su futuro en la Asamblea https://t.co/5NnDzpYoh1 https://t.co/clvzyP3vRp
Ayy el trabajo doctoral del doctor CIFUENTES
"¿Sabe usted chino, Raul Ramírez Ruiz? ¿qué es Cátedra de Chino? sea lo que sea seguro es más sencillo que contar cómo Margarita Cifuentes hermana de @ccifuentes está irregular como visitante en su área Historia Contemporánea de @urjc @JavierRamosURJC https://t.co/bfZSgXbBZF https://t.co/YXVvsk35ki"
Una jueza imputa al responsable del instituto del máster de Cristina Cifuentes https://t.co/yrT3i7usZ8 https://t.co/Qh5zwFXiO1
"El juicio por el espionaje a Cifuentes, Cobo y Prada se celebrará después del verano https://t.co/iTBhIyV4TC vía @_infoLibre"
"@Aquel_Coche esa no es Malena Gracia, es Cristina Cifuentes."
"El 30 DE ABRIL TOD@S A LA HUELGA El lunes le damos a la empresa su máster, la entrega va a ser al estilo Cifuentes, de forma no presencial. SI LUCHAS PUEDES GANAR, SI NO LUCHAS HAS PERDIDO. https://t.co/KG1SpTfdXY"
Que ha gritado CIFUENTES KKAAKAKAKAKAJAJAJAJAJJAJAJA MEMEO
@ccifuentes Váyase señora Cifuentes. VA-YA-SE
"Si @javipalarcon no hacía el chiste de Cifuentes, no se quedaba agusto 😂 #ENETI2018"
El doctor CIFUENTES... Nosotros: https://t.co/2HTJ2zdns7
"Qué suerte han tenido con lo de #LaManada los de los ERE de Andalucía, Cifuentes, La Caixa y Gallardón con su imputación que por lo visto ha robado lo que no está escrito y nadie se ha dado cuenta."
"Ya lo ha dicho hoy González parafraseando a Confuccio: ""Si buscas venganza cava dos tumbas"". Vaya mafia que son. https://t.co/wyTM6w8M3q"
CASO CIFUENTES: ¿QUÉ VIDEO RESULTA MÁS ESCANDALOSO? https://t.co/NukhEaBSM5.. https://t.co/bi43Bqe2gB
"Cuando decían que se trataba de una banda organizada, creo que se quedaban hasta cortos... Ignacio González contrató a los detectives que vigilaban el Eroski: ""Hay vídeos por salir"" https://t.co/RtQoA3j78Z vía @elconfidencial"
"En @elconfidencial: Ignacio González contrató a los detectives que vigilaban el Eroski: ""Hay vídeos por salir"" https://t.co/SkCX1afdvJ"
"Acabo de atar un cabo bien gordo con este estupendo artículo de @jlgaliacho , que tiene más de un año y habla de acontecimientos pasados pero que explica el presente y hasta futuro al más alto nivel (y he llegado a él leyendo sobre el caso Cifuentes) https://t.co/w5UBJH8OIM"
Estoy en el suelo. Acaba de entrar una mujer que es la réplica de Cristina Cifuentes.
El ‘caso Cifuentes’ hunde al PP y dispara a Ciudadanos en Madrid https://t.co/ShzgfDulYd vía @elpais_espana
El ‘caso Cifuentes’ hunde al PP y dispara a Ciudadanos en Madrid https://t.co/8Bf2MN6UCj
"@tongorocho Ustedes hablan de corrupción en Venezuela, vengan ustedes a España, seguro que se van con un máster, en corrupción, como el de la Cifuentes, que ya no llega el que roben a los ciudadanos que también les roban a los supermercados."
En @elconfidencial: 'No pararemos hasta matarla': el ajuste de cuentas a Cristina que se fraguó en un hotel https://t.co/aKXdLo16Dk
Tengo hambre!!!
Una juez imputa por falsedad al director del máster de Cristina Cifuentes https://t.co/ftgqf8qQv5 Vía: EL PAÍS https://t.co/vtbTjPTcr3
Con lo bien que quedó en el tema Cifuentes y el vídeo de seguridad y lo pronto que la vuelve a cagar. https://t.co/H5roGd5laq
Haciendo el mal hasta el final #Madrid Cifuentes dedica 300.000 euros a supervisar las obras de la estación de Gran Vía Estas obras retrasarán la peatonalización de la calle hasta después de la legislatura de Manuela Carmena https://t.co/xAAUMSqT7W
"@escarvasopas Por cierto, se sabe algo de la querella que decía  Cifuentes contra Granados por nosequé relaciones? Es que fue antes que la de contra el https://t.co/1j00DVpKpc y no sé nada."
"Raul Ramírez Ruiz, contratado doctor en área Historia Contemporánea @urjc ¿puede explicarnos cómo Margarita Cifuentes hermana de @ccifuentes es una de los 424 #falsosvisitantes ? #transparencia @ANECAinfo @torralba59 #somosurjc https://t.co/y9QYTX52lt"
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/5aECrCYt77 https://t.co/mVs8nqsJb9
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/LsIw86ZIpw https://t.co/yrY46SDHAo
"Ignacio González contrató a los detectives que vigilaban el Eroski: ""Hay más vídeos"" https://t.co/OxgCretADo"
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/rRTXJTBMda https://t.co/MhL0s3tOOt
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/pbIn3mE89n https://t.co/q9Z66HuS8p
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/TxW3WPFsH9 https://t.co/EUy52t7VEa
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/05Bf0PUQ9G https://t.co/iXEOGoODL0
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/OstKSzRvUb https://t.co/xzHcxB8tCR
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/mfWVjrmK34 https://t.co/bnMlTYsXSx
"OPINIÓN | Lo que intentarán que olvidemos del caso Cifuentes, por @demiguelch https://t.co/8ihewRBdts vía @eldiarioes"
«Quinielas» para elegir entre los 47 diputados del PP https://t.co/eivrNa9jEp
"@BeatrizTalegon La verdad es q si, da pena Cifuentes, por falsear un master, total Errejon falseo un trabajo y le dieron una beca, q casualmente, el q se la dio fue 1 en las listas de Podemos. Cifu, x2 botes de crema dimite, mira a Sanchez Gordillo, robo 1 carro y lo hacen diputado, Cifu da pena"
"Retweeted Pablo Iglesias (@Pablo_Iglesias_): Gallardón imputado en la trama Lezo. Ya son Gallardón, Aguirre, González y Cifuentes. 23 años de Gobiernos del PP de Madrid y todos pringados. Pero Rivera quiere... https://t.co/DimoHyHZ59"
El último episodio del caso #Cifuentes mete a #Olay o a #Eroski en todas las conversaciones https://t.co/dPBF0uyd5N https://t.co/j7Svc3MIx3
"@VictordeElena ""Cómo no nos espabilemos a ver a quién llevamos a un mítin. No podemos llevar a Aguirre, ni a González, ni a Cifuentes, ni a Botella... ¿A  quién llevamos, a Álvarez del Manzano?"", se preguntan en Génova. https://t.co/btoA9aIOPY"
@ariasmarkes @hermanntertsch @Irenea33 MUSLIMS YIHADISTAS HAN DADO LA SEÑAL D APERTURA CAZA CRISTIANOS CON CIFUENTES ... APAÑA2 VAN..
"➡️Granados sobre la renuncia de Cifuentes: «Si buscas venganza, cava dos fosas» https://t.co/Su7L9J7aFm"
@LaRetuerka Pero lo que importa es Cifuentes.! ⏳⏳⏳⏳⏳⏳⏳⏳⏳
#RESUMENSEMANAL #NOTICIAS #VENEZUELA | Maduro califica de 'vergüenza' los hechos que llevaron a Cifuentes a dimitir. https://t.co/mV97B8nh8K
"Raúl Ramírez Ruiz, contratado doctor en dep. dirigido por Miguel Ángel Esparza Torres, en cuya área de Historia Contemporánea está como una de los 424 #falsosvisitantes de @urjc Margarita Cifuentes, hermana de @ccifuentes #somosurjc @JavierRamosURJC https://t.co/1XJNHAiMxu"
@AxaFayerman @NachoIvafe @EROSKI @AJEEXTREMADURA Cifuentes ha ido?
@cifuentes_pablo Lora
Aviso a Cifuentes: “Con la denuncia por la Ciudad de la Justicia te has ahorcado” https://t.co/DVo3wDNdJf vía @ecd_
"Tranquilo, Pablo. Eso pasa en todos los partidos. Si no, que te lo cuente Tania. Pablo Echenique: 'El PP puede dar un beso a Cifuentes un día y al siguiente dejarla caer' https://t.co/lJHfT80EqL vía @publico_es"
@josepramonbosch Hoy la secta TV... Cifuentes.. OoooooooooooFranco🤫🤫
UNIVERSIDAD | ​La denuncia de la catedrática de la @usal relacionada con el ‘Caso Cifuentes’ logra imputar al responsable del instituto en el que se impartía el máster https://t.co/tOdJLyXowl vía @s24horas
Cristina Cifuentes se lleva hasta la moqueta de su despacho Intentó sacar la mesa metida en el bolso y le dijo a seguridad que se le cayó sin darse cuenta
"ALGUNOS ESTÁIS EN OTRO PLANETA, MIRAROS A VOSOTROS MISMOS. Desde que ha salido la dimisión de Cifuentes, veo a mucha gente que quiere justificar el desastre de esta mujer y la compara con otros de... https://t.co/PWTVj4MBPY"
"Granados y Cifuentes son de un partido que se llama pp y lleva gobernando en Madrid más de 20 años, lo aclaro por si lee el twitt un guiri y se cree que en Madrid tenemos bandas mafiosas. https://t.co/5GlSq1Cdd7"
I liked a @YouTube video https://t.co/QTGWzJBeaS ¡MI GOD OF WAR ESTÁ CON EL MASTER DE CIFUENTES! - Sasel - llamada telefónica -
Cifuentes no acudirá a la reunión de su sustituto con el PP de la Asamblea de Madrid https://t.co/Tlo5CZ6iHG
Primer 5 en estadistica. No me cabe la felicidad 🙈💪🏻
"@Dusfuce @pedro_cordob Pues los gobiernos y comunidades del PP lo ha cumplido muy bien. Mientras Carmena bajaba la deuda 1000 millones, Cifuentes la aumentaba 2000 millones. Que paradójico..."
Olay se convierte en una marca viral tras los memes del hurto de Cifuentes  https://t.co/9AUccb8WJ7 https://t.co/tadZVMI2tM
"@Berlustinho @pmanglano se piensa k todos son tan memos como la cifuentes y el casado. Jarvarrr,.jajajajajajajaja...!"
Un juzgado de Madrid imputa al exdirector del máster de @ccifuentes por presunta falsificación documental https://t.co/nkHm8S55nn
Rajoy sustituirá a Cifuentes como presidenta del PP madrileño sin reclamarle el escaño - https://t.co/TSGviiNsUa #GoogleAlerts
"Cristina Cifuentes se defiende: ""No robaba, sólo estaba looteando en Ciudad Comercio"" La ya ex Presidenta de la Comunidad de Madrid admite ser una gran aficionada al Fortnite: ""Reconozco que me quitaba muchas horas para ir a la Universidad"""
Haciendo un Cifuentes: https://t.co/WhqMG2qCyb
a la Cifuentes le mola lootear ciudad comercio xd
"@Tirakatanas Pídele a Cifuentes que te pille uno, así de gratis"
La juez imputa al director del máster de Cifuentes https://t.co/Z2sEoKL6Bh https://t.co/xVV39xze5r
"Cifuentes dimite, tras un mes vergonzoso. Quienes guardaron su vídeo para chantajearla no pueden elegir su sucesor . La dignidad de las instituciones madrileñas solo se recupera con la regeneración. Vota a Kodos. https://t.co/jltzUmmqhX"
"""...un video propio de un ajuste de cuentas en una ciudad de provincias de la Rusia postsoviética..."". @EnricJuliana, brillantérrimo como siempre, sobre la truculenta caída de Cifuentes y el momento político español https://t.co/PR5GAOQLoA Vía @LaVanguardia"
"Garrido y el PP tratan de transmitir idea de normalidad. Ahí está lo malo, que lo que ha pasado con Granados, González, Cifuentes sea lo normal en el PP"
"@m_a_cg @carlospiza @elconfidencial @100_Carbures @RafacontrerasCh Pues por ahora #carbures es un cúmulo de pérdidas, mentiras a los accionistas, proyectos incumplidos, con un Presidente con menos credibilidad que Cristina Cifuentes. Ha arruinado a familias enteras que confiaron en sus 4 planes de negocio y cuentos chinos."
"@rafagutterrnan @ccifuentes Cifuentes nada de fiar.. pero había cámaras para verla robar cremas, y no para ver quien pudo destruir documentos."
"Granados, a Cifuentes: ""Si buscas venganza, cava dos fosas"" https://t.co/M6eAtpjan0"
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/LsIw86ZIpw https://t.co/foPvkP8Cen
► Se cumplió la profecía de Casals sobre el destino de Cifuentes https://t.co/rRTXJTBMda https://t.co/3SuSige5lY
